id,age_in_years,neighbourhood,beds,daily_rev_per_2_guests,review_scores_rating,total_rev,property_type,room_type,host_response_rate,number_of_reviews
2640539,5.32,Centrum-West,1,199,100,2388,Apartment,Entire home/apt,0.92,2
1414524,5.32,Bos en Lommer,3,142,84,5112,Apartment,Entire home/apt,0.83,9
961483,5.32,Bos en Lommer,2,75,89,15600,Apartment,Private room,0.83,52
2996619,5.32,De Baarsjes - Oud-West,1,85,90,680,Apartment,Entire home/apt,0.8,2
1821472,5.32,Centrum-Oost,1,85,92,24140,Apartment,Entire home/apt,0.91,71
395401,5.32,De Baarsjes - Oud-West,1,83,93,35856,Apartment,Entire home/apt,0.97,54
396404,5.31,Centrum-Oost,2,225,95,76500,Apartment,Entire home/apt,1,85
1220643,5.31,Centrum-Oost,2,125,79,7500,Boat,Entire home/apt,1,15
398237,5.31,Centrum-Oost,1,115,98,46000,Apartment,Entire home/apt,1,40
398236,5.31,Centrum-Oost,1,100,93,27600,House,Entire home/apt,1,69
3230388,5.31,De Baarsjes - Oud-West,1,65,97,3900,House,Private room,0.9,15
2623265,5.31,Oostelijk Havengebied - Indische Buurt,1,120,100,1200,Apartment,Private room,0.75,5
4027004,5.31,De Baarsjes - Oud-West,1,110,100,3520,Apartment,Entire home/apt,0.73,8
460469,5.31,Oud-Oost,2,99,90,5940,Apartment,Entire home/apt,0.83,15
401499,5.3,De Baarsjes - Oud-West,1,82,98,4264,Apartment,Entire home/apt,1,13
401708,5.3,De Baarsjes - Oud-West,1,85,90,56780,Apartment,Entire home/apt,0.95,167
406016,5.3,De Baarsjes - Oud-West,1,140,80,1120,Apartment,Entire home/apt,1,2
420631,5.3,Centrum-West,1,125,98,36500,Apartment,Entire home/apt,1,73
2598107,5.29,Centrum-West,3,180,91,9720,House,Entire home/apt,0.9,9
732509,5.29,Centrum-West,2,180,94,2880,Apartment,Entire home/apt,0.9,2
5191187,5.29,Centrum-West,2,300,80,1800,Apartment,Entire home/apt,0.9,1
940889,5.29,Centrum-West,2,160,95,7680,Boat,Entire home/apt,0.9,8
2016430,5.29,De Pijp - Rivierenbuurt,2,110,87,3960,Apartment,Entire home/apt,0.9,6
2566971,5.29,Centrum-West,3,160,100,960,Apartment,Entire home/apt,0.9,1
1112224,5.29,Centrum-West,1,155,91,3720,Apartment,Entire home/apt,0.9,4
722313,5.29,Centrum-West,1,80,87,2880,Apartment,Entire home/apt,0.9,6
2009551,5.29,Centrum-West,2,130,91,7020,Apartment,Entire home/apt,0.9,9
2517585,5.29,Centrum-West,1,80,81,11040,Apartment,Entire home/apt,0.9,23
408794,5.29,De Baarsjes - Oud-West,2,129,90,2322,Apartment,Entire home/apt,0.96,3
409088,5.29,Oud-Oost,2,100,91,1400,Apartment,Entire home/apt,0.6,7
565735,5.29,Centrum-Oost,1,150,93,42300,Apartment,Entire home/apt,1,47
409893,5.29,Centrum-Oost,2,135,95,41310,Apartment,Entire home/apt,1,51
425575,5.29,Centrum-Oost,4,125,98,24750,Apartment,Entire home/apt,1,33
586781,5.28,Noord-Oost,3,50,86,5200,Apartment,Private room,1,52
411401,5.28,Slotervaart,2,120,93,2880,Apartment,Entire home/apt,0.96,4
421171,5.28,Slotervaart,1,60,94,17280,House,Private room,0.96,72
3317378,5.28,Oostelijk Havengebied - Indische Buurt,2,120,87,3120,Apartment,Private room,0.96,13
411897,5.28,Bos en Lommer,2,65,87,3900,Apartment,Entire home/apt,1,10
412709,5.28,Oud-Oost,4,69,93,27324,Apartment,Entire home/apt,0.8,66
1443788,5.28,Watergraafsmeer,2,65,88,18720,Cabin,Entire home/apt,1,36
422689,5.28,Centrum-West,2,200,97,21600,Apartment,Entire home/apt,1,27
725148,5.28,Centrum-Oost,1,75,93,23400,Apartment,Private room,0.95,78
414917,5.28,Centrum-Oost,3,299,98,114816,Apartment,Entire home/apt,1,64
448334,5.28,De Baarsjes - Oud-West,1,179,100,716,Apartment,Entire home/apt,0.87,1
2741902,5.28,De Baarsjes - Oud-West,1,79,94,17064,House,Private room,0.87,54
446999,5.28,De Baarsjes - Oud-West,1,89,95,15308,Bed & Breakfast,Private room,0.87,43
438089,5.28,De Baarsjes - Oud-West,1,99,96,4752,Apartment,Private room,0.87,12
740458,5.27,Centrum-West,1,110,92,14080,Apartment,Entire home/apt,0.5,32
417507,5.27,Centrum-West,1,169,97,5408,Apartment,Entire home/apt,0.73,8
2432332,5.27,Westerpark,1,99,96,5940,Loft,Entire home/apt,0.91,15
419725,5.27,Centrum-Oost,3,180,98,18360,Boat,Entire home/apt,1,17
528074,5.27,Bos en Lommer,1,80,93,480,Apartment,Private room,0.67,3
447361,5.26,Oud-Oost,2,101,95,17574,Apartment,Entire home/apt,0.8,29
488971,5.26,Centrum-West,2,137,100,5480,Apartment,Entire home/apt,0.8,5
1790869,5.26,Oud-Oost,2,79,73,948,Apartment,Entire home/apt,1,3
425277,5.26,Oud-Noord,2,135,83,8100,Apartment,Entire home/apt,1,15
2850851,5.26,Watergraafsmeer,2,120,97,7680,House,Entire home/apt,0.83,8
4536522,5.26,Watergraafsmeer,1,65,94,3380,Apartment,Private room,0.84,13
427226,5.25,Zuid,2,111,96,28860,Apartment,Entire home/apt,0.96,65
4187302,5.25,De Baarsjes - Oud-West,1,70,80,280,Apartment,Private room,0.5,1
1690441,5.25,Centrum-West,2,250,97,14000,Apartment,Entire home/apt,0.95,14
1457569,5.25,Centrum-Oost,1,95,97,7030,Apartment,Private room,0.95,37
3174322,5.25,Centrum-West,3,250,100,2500,House,Entire home/apt,1,1
492796,5.25,De Pijp - Rivierenbuurt,1,80,94,45440,Apartment,Entire home/apt,0.9,142
2633218,5.25,Westerpark,1,85,92,2380,Apartment,Private room,0.69,7
431206,5.25,Zuid,3,295,96,35400,House,Entire home/apt,0.91,12
432233,5.25,Centrum-Oost,2,225,97,11700,Apartment,Entire home/apt,0.81,13
434097,5.24,Oud-Oost,2,120,91,32640,Apartment,Entire home/apt,0.5,68
434238,5.24,Watergraafsmeer,1,89,97,8900,Apartment,Entire home/apt,1,25
434339,5.24,De Baarsjes - Oud-West,1,75,90,3000,Apartment,Entire home/apt,1,2
547678,5.24,Westerpark,1,140,99,32760,Apartment,Entire home/apt,1,39
441048,5.24,Zuid,4,295,100,10620,Apartment,Entire home/apt,0.93,9
4080826,5.24,De Baarsjes - Oud-West,1,90,96,5760,Apartment,Entire home/apt,0.94,16
4159749,5.24,De Baarsjes - Oud-West,1,70,87,420,Apartment,Private room,0.77,3
4039210,5.24,De Baarsjes - Oud-West,1,70,90,560,Apartment,Private room,0.76,4
4580448,5.24,Centrum-West,1,85,93,4420,Apartment,Private room,0.93,13
437182,5.24,Centrum-West,1,165,98,78540,Apartment,Entire home/apt,1,119
437757,5.23,De Pijp - Rivierenbuurt,1,89,94,33642,Apartment,Entire home/apt,1,63
438688,5.23,Buitenveldert - Zuidas,5,200,100,2400,House,Entire home/apt,0.73,2
3952115,5.23,Buitenveldert - Zuidas,1,50,91,1400,House,Private room,0.75,7
439097,5.23,De Baarsjes - Oud-West,1,79,97,7584,Apartment,Entire home/apt,0.76,24
439240,5.23,Oostelijk Havengebied - Indische Buurt,2,94,97,3384,Apartment,Entire home/apt,0.25,9
442350,5.23,Bos en Lommer,1,70,95,37800,Bed & Breakfast,Private room,1,270
506934,5.23,Centrum-West,4,150,100,600,Apartment,Entire home/apt,0.89,1
1843240,5.23,De Pijp - Rivierenbuurt,2,49,91,5292,Apartment,Entire home/apt,0.8,27
440992,5.23,Zuid,2,135,96,21870,House,Entire home/apt,1,27
2567754,5.23,De Pijp - Rivierenbuurt,1,73,97,3504,Apartment,Entire home/apt,1,24
484179,5.23,De Pijp - Rivierenbuurt,1,85,94,17000,Apartment,Entire home/apt,0.95,20
441424,5.23,Oostelijk Havengebied - Indische Buurt,4,165,93,6930,House,Entire home/apt,0.9,7
442105,5.23,De Baarsjes - Oud-West,2,200,99,49200,Apartment,Entire home/apt,1,41
443064,5.22,Westerpark,1,65,100,3640,Apartment,Entire home/apt,0.89,4
445458,5.22,De Baarsjes - Oud-West,1,98,95,41160,Bed & Breakfast,Private room,0.89,70
443250,5.22,Centrum-West,3,105,97,15540,Apartment,Entire home/apt,1,37
599803,5.22,De Baarsjes - Oud-West,4,115,94,47610,Bed & Breakfast,Entire home/apt,1,69
445660,5.22,De Baarsjes - Oud-West,2,90,96,32760,Bed & Breakfast,Private room,1,91
2760802,5.22,Centrum-Oost,1,110,96,2640,Apartment,Entire home/apt,1,6
1771760,5.22,Bos en Lommer,1,60,91,21600,Bed & Breakfast,Private room,0.96,60
444672,5.22,Watergraafsmeer,3,160,100,4800,Apartment,Entire home/apt,1,5
446896,5.22,De Baarsjes - Oud-West,3,200,96,20000,Apartment,Entire home/apt,1,25
448577,5.22,De Pijp - Rivierenbuurt,1,75,98,1650,Apartment,Private room,0.46,11
619794,5.22,De Pijp - Rivierenbuurt,2,100,90,400,Apartment,Private room,0.46,2
2053284,5.22,Westerpark,1,115,99,15180,Apartment,Entire home/apt,0.5,22
1228754,5.22,Slotervaart,1,59,90,10738,Apartment,Entire home/apt,1,91
1949239,5.22,Zuid,1,85,100,850,Apartment,Entire home/apt,1,1
449775,5.21,Westerpark,3,165,96,93060,Boat,Entire home/apt,1,141
1092843,5.21,De Pijp - Rivierenbuurt,1,85,95,5610,Apartment,Entire home/apt,0.94,11
450767,5.21,Centrum-Oost,3,230,96,5520,Bed & Breakfast,Entire home/apt,0.6,6
451201,5.21,De Pijp - Rivierenbuurt,4,120,93,2160,Apartment,Entire home/apt,0.9,3
451719,5.21,Centrum-West,3,150,93,10800,Apartment,Entire home/apt,1,12
630636,5.21,Centrum-West,1,115,98,6900,House,Private room,1,10
867184,5.21,De Baarsjes - Oud-West,2,150,98,72000,Apartment,Entire home/apt,1,120
3202794,5.21,Zuid,4,140,100,1400,Apartment,Entire home/apt,1,1
3305204,5.21,Centrum-West,1,99,98,3960,Apartment,Entire home/apt,1,10
689623,5.2,Centrum-Oost,1,120,95,18720,Apartment,Entire home/apt,0.8,26
457715,5.2,Centrum-West,1,140,98,10080,Apartment,Entire home/apt,0.8,12
532727,5.2,Zuid,4,89,98,1958,Apartment,Entire home/apt,0.9,11
4518443,5.19,Slotervaart,1,78,100,780,Apartment,Private room,0.89,5
4110588,5.19,De Baarsjes - Oud-West,2,119,100,1428,Apartment,Entire home/apt,0.6,1
4631113,5.19,Centrum-West,2,199,100,3582,House,Entire home/apt,0.9,3
785465,5.19,Centrum-West,4,199,89,27860,Apartment,Entire home/apt,0.9,35
3671495,5.19,Centrum-West,2,119,90,7616,Apartment,Entire home/apt,0.9,16
1319207,5.19,Centrum-West,1,99,86,18612,Apartment,Entire home/apt,0.9,47
3850974,5.19,De Pijp - Rivierenbuurt,2,190,95,4560,Apartment,Entire home/apt,1,4
4910940,5.19,Centrum-Oost,2,101,96,2828,Apartment,Entire home/apt,1,14
1525367,5.19,De Baarsjes - Oud-West,1,94,100,12032,Apartment,Entire home/apt,0.8,16
462809,5.19,Oostelijk Havengebied - Indische Buurt,2,65,90,7540,Bed & Breakfast,Entire home/apt,1,29
474533,5.19,Centrum-West,2,150,95,92700,Apartment,Entire home/apt,0.79,103
698672,5.19,De Baarsjes - Oud-West,1,75,98,3600,Apartment,Entire home/apt,1,12
543932,5.19,Westerpark,1,110,92,67100,Loft,Entire home/apt,1,61
463694,5.19,Westerpark,1,85,97,4760,Apartment,Entire home/apt,1,14
1976872,5.19,De Pijp - Rivierenbuurt,6,200,88,47200,Apartment,Entire home/apt,0.93,59
464046,5.19,De Pijp - Rivierenbuurt,5,300,95,45600,Apartment,Entire home/apt,0.93,19
3825380,5.19,Bos en Lommer,1,83,97,11952,Apartment,Entire home/apt,1,24
683431,5.19,De Pijp - Rivierenbuurt,1,50,87,5800,Apartment,Entire home/apt,1,29
465453,5.19,De Pijp - Rivierenbuurt,1,100,100,2400,Apartment,Entire home/apt,1,2
465642,5.19,Centrum-West,4,225,97,74250,House,Entire home/apt,0.6,55
771343,5.19,Centrum-West,1,85,100,2380,Bed & Breakfast,Private room,0.6,7
466030,5.19,Centrum-West,4,180,97,453600,House,Entire home/apt,0.79,180
1513322,5.19,De Baarsjes - Oud-West,2,98,95,17248,Apartment,Entire home/apt,1,22
1041013,5.18,Centrum-West,4,357,91,38556,Apartment,Entire home/apt,0.93,18
467581,5.18,Centrum-West,3,242,93,68244,Apartment,Entire home/apt,0.93,47
4751101,5.18,Centrum-Oost,3,260,100,1560,Apartment,Entire home/apt,0.93,1
3159660,5.18,Centrum-Oost,2,237,95,11376,Apartment,Entire home/apt,0.93,8
1043553,5.18,Centrum-West,3,242,80,4356,Apartment,Entire home/apt,0.93,3
1043622,5.18,Centrum-West,1,132,93,792,Apartment,Private room,0.93,1
468945,5.18,Bos en Lommer,1,80,97,11840,Apartment,Entire home/apt,0.6,37
689893,5.18,Centrum-Oost,1,125,88,31500,Apartment,Entire home/apt,0.94,63
469350,5.18,Centrum-West,6,130,93,9360,Apartment,Entire home/apt,1,12
538141,5.18,Centrum-West,4,100,91,4800,Apartment,Entire home/apt,1,8
181905,5.18,De Baarsjes - Oud-West,2,90,95,70920,Apartment,Entire home/apt,1,197
3516020,5.18,Centrum-West,2,110,70,1320,Apartment,Private room,0.9,6
472871,5.17,Centrum-West,1,110,98,158400,Apartment,Entire home/apt,0.9,48
474252,5.17,Bos en Lommer,2,50,88,7000,Apartment,Shared room,1,35
474452,5.17,De Baarsjes - Oud-West,1,95,93,10450,Apartment,Entire home/apt,1,11
1734427,5.17,Oostelijk Havengebied - Indische Buurt,1,55,88,5720,Apartment,Private room,0.93,26
475251,5.17,De Baarsjes - Oud-West,1,150,95,11700,Apartment,Entire home/apt,0.83,13
559535,5.17,Zuid,1,80,93,11520,Apartment,Entire home/apt,1,24
4663969,5.17,Buitenveldert - Zuidas,1,65,90,780,Apartment,Entire home/apt,1,2
475755,5.17,Westerpark,1,95,87,11590,Apartment,Entire home/apt,1,61
476321,5.17,Westerpark,2,300,96,27000,Apartment,Entire home/apt,0.87,15
4707711,5.17,De Baarsjes - Oud-West,1,89,100,1602,Apartment,Entire home/apt,1,3
4475255,5.17,Centrum-Oost,1,99,90,3564,Apartment,Entire home/apt,1,6
2097981,5.17,Oostelijk Havengebied - Indische Buurt,1,60,96,2160,Apartment,Entire home/apt,1,9
476822,5.17,De Pijp - Rivierenbuurt,1,90,94,22140,Apartment,Entire home/apt,1,41
486564,5.17,Westerpark,1,74,97,17316,Apartment,Entire home/apt,0.9,39
2796590,5.17,Westerpark,2,109,90,1744,Apartment,Entire home/apt,1,2
556407,5.17,Westerpark,3,89,96,1602,Apartment,Entire home/apt,1,9
478660,5.17,Centrum-West,6,300,99,54000,Apartment,Entire home/apt,1,45
585104,5.16,Watergraafsmeer,2,100,100,1600,Apartment,Entire home/apt,0.81,4
3275910,5.16,Centrum-West,1,70,85,1120,Apartment,Private room,1,4
3290028,5.16,Centrum-West,1,75,90,900,Apartment,Private room,1,2
482869,5.16,De Baarsjes - Oud-West,3,120,90,13920,Apartment,Entire home/apt,1,29
2845562,5.16,Centrum-Oost,7,375,100,11250,House,Entire home/apt,1,5
2174515,5.16,Centrum-West,4,180,100,9720,Boat,Entire home/apt,1,9
1937894,5.16,Centrum-West,4,175,87,4200,Boat,Entire home/apt,1,4
484836,5.16,De Baarsjes - Oud-West,1,100,98,14400,Apartment,Entire home/apt,1,36
490374,5.16,Slotervaart,1,99,85,3564,Apartment,Shared room,1,9
484226,5.16,Bos en Lommer,2,90,99,6120,Apartment,Entire home/apt,1,17
485237,5.16,Slotervaart,2,105,95,2100,Apartment,Entire home/apt,1,5
485636,5.16,De Baarsjes - Oud-West,1,78,94,30576,Apartment,Entire home/apt,1,49
3159928,5.16,Bos en Lommer,1,95,92,1900,Apartment,Entire home/apt,0.75,5
3029737,5.16,Centrum-Oost,3,125,70,2250,Apartment,Entire home/apt,1,9
593101,5.16,Centrum-Oost,1,90,97,14400,Apartment,Private room,1,40
953041,5.15,Centrum-West,1,295,95,24780,Boat,Entire home/apt,0.9,42
715799,5.15,Zuid,1,175,100,2800,Apartment,Entire home/apt,0.86,4
3089360,5.15,De Baarsjes - Oud-West,1,100,83,5600,Apartment,Entire home/apt,1,14
487325,5.15,Centrum-West,2,140,98,4200,Apartment,Entire home/apt,0.96,15
489832,5.15,De Baarsjes - Oud-West,1,125,100,3000,Apartment,Entire home/apt,1,4
1107043,5.15,Westerpark,2,95,92,10260,Apartment,Entire home/apt,0.77,27
4656557,5.15,Oud-Noord,1,65,80,260,Cabin,Entire home/apt,1,1
492795,5.14,Zuid,4,120,100,1440,Apartment,Entire home/apt,1,3
496497,5.14,Centrum-Oost,1,167,96,26052,Boat,Private room,1,26
1036251,5.14,De Pijp - Rivierenbuurt,1,69,90,828,Apartment,Private room,0.78,2
570753,5.14,Zuid,2,65,97,47190,Bed & Breakfast,Private room,1,121
3521367,5.14,De Pijp - Rivierenbuurt,3,200,92,6000,Apartment,Entire home/apt,1,5
2693508,5.14,De Pijp - Rivierenbuurt,2,145,91,14500,Apartment,Entire home/apt,1,25
2816644,5.14,De Pijp - Rivierenbuurt,3,145,91,10440,Apartment,Entire home/apt,1,9
592804,5.14,Centrum-Oost,4,250,97,43500,Apartment,Entire home/apt,1,29
495862,5.14,Zuid,4,200,100,6400,Apartment,Entire home/apt,0.86,4
4960963,5.14,Oostelijk Havengebied - Indische Buurt,2,49,92,490,Apartment,Entire home/apt,0.7,5
498514,5.14,De Pijp - Rivierenbuurt,2,100,100,3000,Apartment,Entire home/apt,1,5
730965,5.14,Oostelijk Havengebied - Indische Buurt,1,90,91,9000,Apartment,Entire home/apt,0.5,25
498759,5.14,Westerpark,1,86,89,39904,Apartment,Private room,0.85,58
667868,5.13,Zuid,1,189,97,1512,Apartment,Entire home/apt,1,2
667928,5.13,Centrum-West,1,110,97,5720,Apartment,Entire home/apt,0.25,13
500516,5.13,Centrum-Oost,4,129,96,3612,Apartment,Entire home/apt,0.8,14
550441,5.13,Zuid,2,110,99,8360,Apartment,Entire home/apt,1,19
557672,5.13,Centrum-West,2,250,100,1500,House,Entire home/apt,0.83,1
3831385,5.13,Centrum-West,2,96,85,7488,Apartment,Entire home/apt,0.9,13
3322732,5.13,Centrum-West,2,135,100,1080,Apartment,Entire home/apt,1,1
1149289,5.13,Centrum-Oost,2,115,94,5980,Apartment,Entire home/apt,1,26
503629,5.13,Zuid,2,115,95,1840,Apartment,Entire home/apt,0.7,4
609250,5.13,Centrum-West,2,225,100,15300,Apartment,Entire home/apt,1,17
1136047,5.13,De Pijp - Rivierenbuurt,2,150,91,13500,Apartment,Entire home/apt,1,15
505650,5.13,Zuid,1,105,98,8190,Apartment,Entire home/apt,1,13
505804,5.13,Westerpark,3,65,96,15210,Apartment,Entire home/apt,0.7,39
506885,5.12,Centrum-Oost,2,150,88,7800,Apartment,Private room,0.64,26
507598,5.12,Centrum-West,3,350,95,103600,Apartment,Entire home/apt,1,37
508033,5.12,Watergraafsmeer,1,55,93,23760,House,Private room,1,72
4213099,5.12,Zuid,1,100,100,800,Apartment,Entire home/apt,0.78,2
627628,5.12,Oud-Oost,1,110,93,1100,Apartment,Entire home/apt,0.11,5
510912,5.12,Centrum-West,1,99,90,36828,Apartment,Entire home/apt,0.77,62
543561,5.11,Centrum-Oost,1,79,100,1896,Apartment,Entire home/apt,0.8,6
513743,5.11,Oostelijk Havengebied - Indische Buurt,9,350,96,58800,Boat,Entire home/apt,1,12
578386,5.11,Oostelijk Havengebied - Indische Buurt,5,200,98,33600,Boat,Entire home/apt,1,12
638555,5.11,Oostelijk Havengebied - Indische Buurt,6,250,98,10500,Boat,Entire home/apt,1,3
1905423,5.11,De Pijp - Rivierenbuurt,4,210,94,32760,Boat,Entire home/apt,1,13
578355,5.11,Oostelijk Havengebied - Indische Buurt,1,100,100,2800,Boat,Entire home/apt,1,2
1350408,5.11,Oostelijk Havengebied - Indische Buurt,2,70,87,5880,Boat,Entire home/apt,1,6
555301,5.11,Oostelijk Havengebied - Indische Buurt,2,110,80,1540,Boat,Entire home/apt,1,1
514199,5.11,Centrum-West,2,110,94,49720,Apartment,Entire home/apt,1,113
515060,5.11,Centrum-West,2,220,96,38720,Apartment,Entire home/apt,1,22
1408035,5.11,De Aker - Nieuw Sloten,5,100,96,9000,House,Entire home/apt,1,9
1648314,5.11,Westerpark,1,135,100,270,Apartment,Entire home/apt,0.64,1
515749,5.11,Centrum-Oost,1,125,97,63500,Boat,Entire home/apt,1,127
515921,5.11,Zuid,1,105,87,13440,Apartment,Entire home/apt,0.69,32
5148662,5.11,De Baarsjes - Oud-West,2,150,100,1800,Apartment,Entire home/apt,1,3
516482,5.11,Westerpark,2,75,90,9450,Apartment,Entire home/apt,0.7,9
2050371,5.11,Centrum-Oost,4,130,94,3640,Apartment,Entire home/apt,0.5,7
2896769,5.11,Westerpark,3,250,100,4500,Apartment,Entire home/apt,0.91,9
517996,5.11,Centrum-West,1,220,94,8800,Apartment,Entire home/apt,0.53,10
518038,5.11,Centrum-Oost,1,170,97,16320,Apartment,Entire home/apt,1,16
591348,5.11,De Baarsjes - Oud-West,1,54,96,19116,Apartment,Private room,0.83,177
518309,5.11,De Baarsjes - Oud-West,1,54,96,23976,Apartment,Private room,0.82,222
524426,5.11,Oud-Noord,2,115,94,15640,Apartment,Entire home/apt,1,34
4633688,5.1,Centrum-West,2,285,100,1140,Apartment,Entire home/apt,1,1
546089,5.1,De Pijp - Rivierenbuurt,4,98,94,57624,Apartment,Entire home/apt,0.8,98
597731,5.1,Bos en Lommer,2,99,98,7128,Apartment,Entire home/apt,1,6
1707999,5.1,Westerpark,4,200,90,4800,Apartment,Entire home/apt,0.9,4
1957759,5.1,Westerpark,2,75,93,4500,Apartment,Private room,0.9,15
615488,5.1,De Pijp - Rivierenbuurt,2,160,98,7040,Apartment,Entire home/apt,0.64,11
572105,5.1,De Baarsjes - Oud-West,1,100,99,6800,Apartment,Entire home/apt,1,17
929281,5.1,De Baarsjes - Oud-West,1,84,92,5376,Apartment,Entire home/apt,1,16
1153117,5.1,De Baarsjes - Oud-West,1,93,91,42408,Apartment,Entire home/apt,1,114
1327047,5.1,Oostelijk Havengebied - Indische Buurt,2,120,90,2880,Apartment,Entire home/apt,0.75,4
524052,5.1,De Baarsjes - Oud-West,2,110,100,1760,Apartment,Entire home/apt,0.95,4
1864895,5.1,De Pijp - Rivierenbuurt,2,95,97,28880,Apartment,Entire home/apt,1,76
4203581,5.1,Centrum-Oost,2,130,96,9360,Apartment,Entire home/apt,1,18
785432,5.1,Centrum-Oost,3,165,93,62370,Apartment,Entire home/apt,0.89,189
531668,5.1,Centrum-Oost,2,110,90,26180,Boat,Entire home/apt,0.89,119
526142,5.1,Oud-Oost,1,85,94,11050,Apartment,Entire home/apt,0.83,65
526183,5.1,Oud-Oost,3,150,90,2400,Apartment,Entire home/apt,0.79,4
526212,5.1,Oud-Oost,2,150,80,3000,Apartment,Entire home/apt,0.79,5
4667215,5.1,Centrum-West,2,150,93,6300,Apartment,Entire home/apt,1,7
526900,5.1,De Baarsjes - Oud-West,1,130,96,20800,Apartment,Entire home/apt,1,16
925239,5.1,De Pijp - Rivierenbuurt,2,170,98,3400,Apartment,Entire home/apt,0.97,10
765966,5.1,De Pijp - Rivierenbuurt,1,85,96,9520,Apartment,Private room,0.97,28
2109761,5.09,Slotervaart,1,55,91,9900,House,Private room,1,45
528594,5.09,Slotervaart,1,85,96,12920,Bed & Breakfast,Entire home/apt,1,38
529588,5.09,Centrum-West,2,379,94,10612,House,Entire home/apt,0.78,7
5235666,5.09,De Baarsjes - Oud-West,1,50,80,400,Apartment,Private room,0.97,2
1720644,5.09,Centrum-West,1,165,95,3960,Apartment,Entire home/apt,0.9,4
4634361,5.09,Centrum-Oost,1,65,79,2210,Apartment,Entire home/apt,1,17
4427253,5.09,De Baarsjes - Oud-West,1,72,100,576,Apartment,Private room,0.7,2
533211,5.09,De Pijp - Rivierenbuurt,2,155,100,3720,Apartment,Entire home/apt,1,3
533209,5.09,De Baarsjes - Oud-West,2,110,93,3300,Apartment,Entire home/apt,0.77,5
863877,5.09,Centrum-Oost,2,350,95,9800,Apartment,Entire home/apt,0.79,7
1054611,5.09,Oostelijk Havengebied - Indische Buurt,1,80,95,1280,Apartment,Entire home/apt,1,4
947055,5.08,Centrum-Oost,2,65,94,14040,House,Private room,1,54
2355651,5.08,Oud-Oost,1,74,94,1480,Apartment,Entire home/apt,1,10
537444,5.08,Oud-Oost,6,125,93,12000,Apartment,Entire home/apt,0.75,16
537387,5.08,Centrum-Oost,1,125,99,33750,Apartment,Entire home/apt,0.86,27
4282929,5.08,Centrum-Oost,4,125,91,8000,Apartment,Entire home/apt,0.95,16
538878,5.08,De Baarsjes - Oud-West,2,150,86,6000,Bed & Breakfast,Private room,0.95,20
737954,5.08,De Baarsjes - Oud-West,1,70,81,5320,Bed & Breakfast,Private room,0.95,38
538844,5.08,De Baarsjes - Oud-West,1,70,83,10080,Bed & Breakfast,Private room,0.95,72
536586,5.08,De Pijp - Rivierenbuurt,2,150,95,3600,Apartment,Entire home/apt,1,12
539650,5.08,Centrum-Oost,1,90,93,10800,Apartment,Entire home/apt,0.82,30
539700,5.08,De Baarsjes - Oud-West,1,65,94,4160,Apartment,Entire home/apt,1,16
631551,5.07,De Pijp - Rivierenbuurt,2,140,93,16240,Apartment,Entire home/apt,1,29
1495790,5.07,Buitenveldert - Zuidas,1,90,97,10080,Apartment,Entire home/apt,1,14
3280105,5.07,De Pijp - Rivierenbuurt,2,130,100,520,Apartment,Entire home/apt,1,1
2381627,5.07,Westerpark,1,69,91,5382,Apartment,Entire home/apt,1,13
1035709,5.07,De Pijp - Rivierenbuurt,1,95,100,570,Apartment,Entire home/apt,1,1
543790,5.07,Centrum-Oost,4,199,97,36616,Boat,Entire home/apt,0.97,46
546221,5.07,Centrum-Oost,4,180,97,55440,Boat,Entire home/apt,0.97,77
2705165,5.07,Oud-Noord,6,180,97,25920,Other,Entire home/apt,1,36
543914,5.07,Oud-Noord,4,90,90,25200,Boat,Entire home/apt,1,70
1109798,5.07,Centrum-West,3,125,91,47500,Boat,Entire home/apt,1,95
544506,5.07,Bos en Lommer,4,140,97,19600,Apartment,Entire home/apt,0.9,14
3119151,5.07,Bos en Lommer,2,100,100,1200,Apartment,Entire home/apt,1,3
544625,5.07,Centrum-West,6,375,97,68250,Apartment,Entire home/apt,1,13
2765249,5.07,Centrum-West,2,145,98,8120,Apartment,Entire home/apt,0.97,14
545762,5.07,Centrum-West,1,89,91,50552,Apartment,Entire home/apt,1,142
4506935,5.07,Westerpark,3,100,95,2000,Apartment,Entire home/apt,0.31,5
1187004,5.07,Zuid,4,109,92,8284,Apartment,Entire home/apt,1,19
551518,5.07,Westerpark,2,110,94,57420,Apartment,Entire home/apt,0.92,87
548290,5.07,Centrum-West,4,175,99,2100,Boat,Entire home/apt,1,2
623123,5.07,De Baarsjes - Oud-West,1,110,100,1760,Apartment,Entire home/apt,1,4
3470189,5.07,Oud-Oost,2,105,75,2520,Apartment,Entire home/apt,0.86,4
1645459,5.06,De Pijp - Rivierenbuurt,1,90,79,3600,Apartment,Shared room,0.98,20
2799111,5.06,De Pijp - Rivierenbuurt,1,130,97,16640,Apartment,Entire home/apt,1,4
550323,5.06,Oud-Oost,1,139,98,17236,Apartment,Entire home/apt,0.94,31
782255,5.06,Centrum-Oost,1,115,90,7360,Apartment,Entire home/apt,0.9,16
2625365,5.06,Centrum-West,1,220,96,5280,Apartment,Entire home/apt,0.88,12
551606,5.06,Oostelijk Havengebied - Indische Buurt,8,349,96,19544,House,Entire home/apt,0.81,14
841541,5.06,Bos en Lommer,1,75,98,2400,Apartment,Entire home/apt,1,8
